Customer Order,Dist.Chl.Name,Material Group,FG Type,FG Type Desc.,Construction,Fabrication,Design Source,Business Source,Customer Group,Customer,Gender,Global Style,FG SKU,Cust.Color Code,Season,Season Year,Size,Sales Unit,FOB,Total FOB,SO Doc.Currency,Destination,Req.Delivery Date,RM In Date,Planned Cut Date,Original Ex.Factory Date,Revised Ex.Factory Date,Program Type,Program Type Desc.,Pack Qty
867563685,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3496,TM3496004,SFTWB,SS23,2023,S,PC,4.795,172.62,USD,Africa,5/12/23,4/10/23,4/17/23,4/28/23,6/9/23,R01,REGULAR,10
867568390,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM6740,TM6740001,CLSN,SA24,2024,S,PC,7.567,136.206,USD,Africa,12/18/23,10/10/23,10/17/23,12/2/23,12/18/23,R01,REGULAR,25
867566853,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM4085,TM4085013,EBNY,SS23,2023,L,PC,5.369,408.044,USD,Africa,6/2/23,5/7/23,4/28/23,5/26/23,6/9/23,R01,REGULAR,10
867575911,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8538MT,TM8538MT005,PEC/BP,SA24,2024,XL,PC,3.647,105.763,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867566248,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3861,TM3861103,WBDD,SS23,2023,3XL,PC,5.467,109.34,USD,Africa,5/12/23,2/24/23,3/3/23,4/28/23,6/9/23,R01,REGULAR,10
867555352,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3496,TJ3496029,BW,SA24,2024,JXS,PC,3.745,71.155,USD,Africa,2/2/24,11/28/23,12/5/23,2/2/24,1/19/24,R01,REGULAR,25
867542646,Bulk,PACKING,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Clubs,Uniqlo,WOMENS,EVE-TR322WU7026,EVE-TR322WU7026002,NAVY,SP24,2024,14,PC,8.54,495.32,USD,Africa,6/28/23,6/2/23,6/5/23,6/9/23,7/12/23,F01,FASHION,20
867564935,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3517,TM3517016,EBOCA,SS23,2023,L,PC,6.363,407.232,USD,Africa,4/7/23,2/10/23,2/17/23,3/30/23,5/12/23,R01,REGULAR,10
867548610,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3493,TF3493032,AQRS,SA24,2024,12,PC,3.962,297.15,USD,Africa,2/9/24,11/28/23,12/5/23,2/2/24,2/9/24,R01,REGULAR,25
867542786,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Luxury 1,Jockey,MENS,GF351NX0ZM,GF351NX0ZM009,BLCCK,FA23,2023,L,PC,8.421,1633.674,USD,Africa,6/2/23,5/25/23,4/20/23,5/26/23,5/26/23,R01,REGULAR,36
867554768,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2722,TJ2722016,BLPHN,SS23,2023,JS,PC,3.955,19.775,USD,Africa,8/22/23,12/1/22,12/8/22,7/21/23,8/22/23,R01,REGULAR,10
867561375,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2422,TM2422004,CANCR,SS23,2023,L,PC,3.626,7.252,USD,Africa,7/6/23,1/5/23,1/12/23,7/21/23,10/2/23,R01,REGULAR,0
867554850,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2723,TJ2723023,TRRED,SS23,2023,JM,PC,4.2,100.8,USD,Africa,5/12/23,3/13/23,3/20/23,4/6/23,6/9/23,R01,REGULAR,10
867552518,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8538FCZ,TF8538FCZ005,PEC/BP,SA24,2024,16,PC,3.465,34.65,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867567900,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5616,TM5616002,DUKGN,AW23,2023,M,PC,5.033,483.168,USD,Africa,10/27/23,9/29/23,9/4/23,10/8/23,11/10/23,R01,REGULAR,25
867559004,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8537CA,TJ8537CA009,CV/DKS,SA24,2024,JL,PC,3.451,248.472,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867553203,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8544FCZ,TF8544FCZ014,PEC/BP,SA24,2024,20,PC,9.422,18.844,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867546784,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Workwear,Calvin Klein,MENS,SPF002,SPF002004,KBK,SS24,2024,M,PC,6.811,5653.13,USD,SL ,2/22/24,1/8/24,1/15/24,2/15/24,2/20/24,R01,REGULAR,10
867576446,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8541PNE,TM8541PNE004,IB/MB,SA24,2024,L,PC,5.838,1301.874,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867576075,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8539GL,TM8539GL001,CV/DKS,SA24,2024,XS,PC,4.431,44.31,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867566336,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3862,TM3862052,DDTW,SS23,2023,5XL,PC,4.417,44.17,USD,Africa,5/19/23,2/24/23,3/3/23,4/6/23,6/9/23,R01,REGULAR,10
867578546,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Workwear,Calvin Klein,MENS,TW292,TW292017,0DN,SS24,2024,3X,PC,6.671,1054.018,USD,SL ,3/14/24,1/27/24,2/3/24,3/12/24,3/12/24,R01,REGULAR,0
867542633,Bulk,PACKING,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Clubs,Uniqlo,UNISEX,EVE-TR322JU2001,EVE-TR322JU2001004,BLK,SP24,2024,YXL,PC,8.54,179.34,USD,Africa,6/28/23,6/2/23,6/5/23,6/9/23,7/12/23,F01,FASHION,20
867575673,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8537MKD,TM8537MKD014,BS/BF,SA24,2024,2XL,PC,3.71,59.36,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867578109,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TU8629,TU8629004,ORGN,WI24,2024,XL,PC,8.26,173.46,USD,Africa,1/12/24,12/12/23,12/19/23,1/26/24,1/12/24,R01,REGULAR,25
867556765,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ5089,TJ5089003,CAV,SS23,2023,JM,PC,5.901,796.635,USD,Africa,10/10/23,8/27/23,9/4/23,10/10/23,11/10/23,R01,REGULAR,25
867545722,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,MENS,SBS21674,SBS21674003,BLK,SS24,2024,L,PC,4.487,8085.574,USD,SL ,3/15/24,1/30/24,1/22/24,2/23/24,3/15/24,F01,FASHION,20
867564157,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3499,TM3499144,BLWT,SS23,2023,XS,PC,9.52,142.8,USD,Africa,9/27/23,8/23/23,9/14/23,10/19/23,10/13/23,R01,REGULAR,25
867536040,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Workwear,Calvin Klein,MENS,0A4XUC,0A4XUC021,NV0,FA24,2024,LT,PC,3.948,1764.756,USD,SL ,3/28/24,2/12/24,2/19/24,2/27/24,3/26/24,R01,REGULAR,10
867541337,Bulk,SINGLE,SING,Single,WOVEN,COTTON,TECH PACK,REGULAR,Workwear,Calvin Klein,MENS,A85ZC - CA,A85ZC - CA003,BLK,SS24,2024,34,PC,5.782,4296.026,USD,SL ,1/25/24,12/7/23,12/14/23,1/14/24,1/23/24,R01,REGULAR,10
867564655,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3504,TM3504005,BKINR,SS23,2023,XL,PC,8.911,5052.537,USD,Africa,5/12/23,1/25/23,2/1/23,4/6/23,6/9/23,R01,REGULAR,10
867546898,Bulk,SINGLE,SING,Single,KNIT,COTTON,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,STK21563,STK21563002,GRN,SS24,2024,10,PC,1.638,327.6,USD,SL ,2/15/24,11/10/23,11/16/23,12/13/23,12/29/23,F01,FASHION,20
867540641,Bulk,PACKING,ML04,Multi 04 pack,KNIT,COTTON,TECH PACK,REGULAR,Luxury 1,Jockey,MENS,9F31X10954,9F31X10954002,TRQSE,FA23,2023,M,PAC,4.739,22747.2,USD,Africa,4/21/23,3/1/23,3/8/23,4/21/23,4/21/23,R01,REGULAR,24
867551700,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF7717,TF7717001,PNROS PINE,SA24,2024,8,PC,8.029,64.232,USD,Africa,1/30/24,11/7/23,11/14/23,12/22/23,1/30/24,R01,REGULAR,25
867549067,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3499-UB,TF3499-UB043,PCT,AW23,2023,8,PC,6.923,415.38,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867576137,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8539UDA,TM8539UDA016,PEC/BP,SA24,2024,4XL,PC,4.431,8.862,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867561760,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2721,TM2721116,CAV/CLPR,SA24,2024,3XL,PC,4.522,135.66,USD,Africa,2/9/24,11/28/23,12/5/23,2/2/24,2/9/24,R01,REGULAR,25
867554071,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2397,TJ2397036,LBTNA,SS23,2023,JL,PC,7.931,126.896,USD,Africa,5/12/23,3/21/23,3/28/23,4/20/23,6/9/23,R01,REGULAR,10
867547620,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2405-UB,TF2405-UB031,PCT,AW23,2023,12,PC,6.272,351.232,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867537477,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Jacket Customer,Tommy Hilfiger,UNISEX,5200266A,5200266A012,9990,EA24,2024,128 CM,PC,4.767,4.767,USD,SL ,3/26/24,3/1/24,3/5/24,3/26/24,3/29/24,R01,REGULAR,20
867577267,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8546CA,TM8546CA001,PEC/BP,SA24,2024,XS,PC,6.167,43.169,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867560276,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2397,TM2397083,LBTNA,SS23,2023,5XL,PC,8.547,8.547,USD,Africa,6/12/23,3/13/23,3/20/23,6/9/23,6/9/23,R01,REGULAR,10
867560242,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2397,TM2397049,CAV,SS23,2023,S,PC,8.547,1282.05,USD,Africa,6/6/23,5/14/23,5/21/23,6/9/23,7/14/23,R01,REGULAR,10
867576178,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8541CA,TM8541CA007,BS/BF,SA24,2024,3XL,PC,5.838,93.408,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867548327,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3492,TF3492070,PECT,SS23,2023,14,PC,3.745,134.82,USD,Africa,5/12/23,4/10/23,4/17/23,4/20/23,5/12/23,R01,REGULAR,10
867545498,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,OMR02783,OMR02783019,OF WITE_00,SS24,2024,14,PC,4.865,1946,USD,SL ,12/22/23,11/10/23,11/15/23,11/8/23,1/19/24,F01,FASHION,20
867547668,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2406,TF2406021,TRU RD,SA24,2024,18,PC,3.36,30.24,USD,Africa,2/2/24,11/28/23,12/5/23,2/2/24,1/19/24,R01,REGULAR,25
867566682,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3957,TM3957052,RABR,SS23,2023,5XL,PC,7.161,21.483,USD,Africa,5/12/23,1/15/23,1/22/23,4/6/23,6/9/23,R01,REGULAR,10
867559087,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8537GL,TJ8537GL009,TR/BC,SA24,2024,JL,PC,3.451,189.805,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867559073,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8537FCZ,TJ8537FCZ005,AQR/BP,SA24,2024,JXL,PC,3.451,942.123,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867549957,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF5454,TF5454003,DUKGN,AW23,2023,12,PC,6.72,860.16,USD,Africa,10/27/23,9/29/23,9/4/23,10/8/23,11/10/23,R01,REGULAR,25
867578557,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Luxury 1,Jockey,MENS,VS452APFG2,VS452APFG2001,1,SP24,2024,XXL,PC,3.115,2887.605,USD,Africa,1/31/24,12/27/23,1/1/24,1/31/24,1/31/24,R01,REGULAR,20
867576738,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8542MT,TM8542MT004,BS,SA24,2024,L,PC,6.58,783.02,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867567292,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM4330,TM4330021,SBCS,SS23,2023,4XL,PC,4.746,52.206,USD,Africa,6/6/23,3/19/23,3/26/23,4/20/23,6/9/23,R01,REGULAR,10
867564834,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3515,TM3515027,EBOCA,SS23,2023,3XL,PC,6.692,133.84,USD,Africa,5/12/23,1/15/23,1/22/23,3/27/23,6/9/23,R01,REGULAR,10
867553669,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8550CA,TF8550CA002,CV/DKS,SA24,2024,10,PC,4.214,42.14,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867575092,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8222,TM8222016,PECT/LEZE,SA24,2024,5XL,PC,7.847,62.776,USD,Africa,3/29/24,2/29/24,3/8/24,3/29/24,3/29/24,R01,REGULAR,25
867561978,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2722,TM2722013,BRTWH,SS23,2023,L,PC,4.767,152.544,USD,Africa,5/12/23,3/13/23,3/20/23,4/6/23,6/9/23,R01,REGULAR,10
867562241,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2725,TM2725017,WHT/ATCIC,SS23,2023,L,PC,4.522,40.698,USD,Africa,10/17/23,9/12/23,9/14/23,10/17/23,9/27/23,R01,REGULAR,25
867556450,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ4204,TJ4204015,TWEB,SS23,2023,JL,PC,5.103,15.309,USD,Africa,5/12/23,3/19/23,3/26/23,4/28/23,6/9/23,R01,REGULAR,10
867546132,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Fashion UK,Reebok,MENS,SHB06835,SHB06835041,NVY,SS23,2023,4XL,PC,4.018,441.98,USD,SL ,5/30/23,4/7/23,4/14/23,5/15/23,6/5/23,R01,REGULAR,10
867563584,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3494,TM3494009,HIRI,SS23,2023,2XL,PC,3.745,71.155,USD,Africa,7/17/23,3/28/23,4/4/23,5/11/23,7/21/23,R01,REGULAR,10
867541692,Bulk,SINGLE,SING,Single,WOVEN,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,CMB20422,CMB20422027,NAVVY,SS23,2023,S,PC,4.347,160.839,USD,Africa,7/21/23,6/6/23,5/22/23,6/15/23,7/21/23,R01,REGULAR,10
867575996,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8539FCK,TM8539FCK004,CV/DKS,SA24,2024,L,PC,4.431,301.308,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867564195,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3499,TM3499182,PCT,AW23,2023,XL,PC,7.35,183.75,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867541741,Bulk,SINGLE,SING,Single,WOVEN,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,CMD10924,CMD10924005,CAV,SA24,2024,XL,PC,10.353,1159.536,USD,Africa,2/9/24,1/3/24,1/8/24,2/9/24,2/9/24,R01,REGULAR,25
867555376,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3496,TJ3496053,PCT,SA24,2024,JXL,PC,3.745,348.285,USD,Africa,2/2/24,11/28/23,12/5/23,2/2/24,1/30/24,R01,REGULAR,25
867562212,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2724,TM2724022,WHITE,SS23,2023,M,PC,4.767,524.37,USD,Africa,5/12/23,3/13/23,3/20/23,4/20/23,6/9/23,R01,REGULAR,10
867565833,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3660,TM3660001,CAV,SS23,2023,2XL,PC,4.088,81.76,USD,Africa,5/12/23,2/24/23,3/3/23,4/28/23,5/12/23,R01,REGULAR,10
867577693,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8549UDA,TM8549UDA007,BS/BF,SA24,2024,3XL,PC,3.605,32.445,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867552708,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8541CA,TF8541CA005,BS/BF,SA24,2024,16,PC,5.544,221.76,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867563034,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3492-1,TM3492-1055,PECT,SA24,2024,4XL,PC,3.822,76.44,USD,Africa,10/27/23,9/20/23,9/27/23,10/15/23,11/10/23,R01,REGULAR,25
867559013,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8537CB,TJ8537CB008,STW/BP,SA24,2024,JM,PC,3.451,662.592,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867551128,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF7252WP,TF7252WP002,EB/PTGRN,SA24,2024,10,PC,7.385,51.695,USD,Africa,1/24/24,11/7/23,11/14/23,12/22/23,1/12/24,R01,REGULAR,25
867572165,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7248S,TM7248S004,CAV/EB,SA24,2024,XL,PC,6.433,12.866,USD,Africa,1/29/24,11/7/23,11/14/23,12/22/23,1/12/24,R01,REGULAR,25
867546923,Bulk,SINGLE,SING,Single,KNIT,COTTON,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,STK21567,STK21567002,LIBL,SS24,2024,10,PC,1.652,165.2,USD,SL ,2/15/24,11/10/23,11/16/23,12/13/23,12/29/23,F01,FASHION,20
867554010,Bulk,PACKING,ML02,Multi 02 pack,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,INFANT,TI7714,TI7714005,DRK FST/PP,SA24,2024,7-Jun,PAC,8.141,48.846,USD,Africa,3/29/24,12/19/23,12/26/23,2/16/24,3/29/24,R01,REGULAR,25
867545539,Bulk,SINGLE,SING,Single,WOVEN,COTTON,TECH PACK,REGULAR,Workwear,Calvin Klein,JUNIOR,QP801,QP801010,DN,FA23,2023,16,PC,5.439,5966.583,USD,SL ,5/11/23,3/13/23,3/20/23,5/9/23,5/9/23,R01,REGULAR,10
867569589,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM6917,TM6917001,CEN/BD,SA24,2024,S,PC,4.879,561.085,USD,Africa,3/1/24,12/27/23,1/4/24,3/1/24,1/30/24,R01,REGULAR,25
867539578,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Jacket Customer,Tommy Hilfiger,UNISEX,5200385A,5200385A028,670,EA24,2024,152 CM,PC,7.182,21.546,USD,SL ,3/26/24,3/1/24,3/5/24,3/26/24,3/29/24,R01,REGULAR,20
867567732,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5110,TM5110003,LVSK/SRN,SS23,2023,L,PC,6.86,1234.8,USD,Africa,10/10/23,8/27/23,9/4/23,10/10/23,11/10/23,R01,REGULAR,25
867556222,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3862,TJ3862019,DDTW,SS23,2023,JXS,PC,3.437,34.37,USD,Africa,4/28/23,2/24/23,3/3/23,4/20/23,6/9/23,R01,REGULAR,10
867560705,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2402,TM2402183,BRTMG,SA24,2024,2XL,PC,3.5,567,USD,Africa,10/27/23,10/4/23,10/11/23,10/20/23,11/10/23,R01,REGULAR,25
867547654,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2406,TF2406007,BG,SA24,2024,18,PC,3.36,30.24,USD,Africa,2/2/24,11/28/23,12/5/23,2/2/24,1/19/24,R01,REGULAR,25
867555969,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3576,TJ3576010,INKBE,SS23,2023,JM,PC,3.892,155.68,USD,Africa,6/6/23,1/30/23,2/6/23,4/6/23,5/12/23,R01,REGULAR,10
867548188,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2734,TF2734003,TRRED,SS23,2023,14,PC,4.907,49.07,USD,Africa,5/12/23,3/13/23,3/20/23,4/6/23,6/9/23,R01,REGULAR,10
867547280,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2402,TF2402032,DKSLT,SS23,2023,18,PC,3.696,3.696,USD,Africa,5/12/23,2/28/23,3/7/23,4/20/23,6/9/23,R01,REGULAR,10
867543201,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Luxury 1,Jockey,MENS,KS452ANFG3,KS452ANFG3008,606,SS24,2024,XL,PC,3.031,4164.594,USD,Africa,12/15/23,10/27/23,11/1/23,11/30/23,12/15/23,R01,REGULAR,36
867543473,Bulk,PACKING,ML03,Multi 03 pack,KNIT,COTTON,TECH PACK,REGULAR,Sustainable Brand,Levis,MENS,M3110450A,M3110450A124,1NB,AW23,2023,L,PAC,5.705,1682.975,USD,SL ,7/7/23,5/26/23,5/10/23,5/30/23,7/24/23,R01,REGULAR,10
867567282,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM4330,TM4330011,CRDBW,SS23,2023,M,PC,4.746,403.41,USD,Africa,6/6/23,3/19/23,3/26/23,4/20/23,6/9/23,R01,REGULAR,10
